radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,641,1,4018,142979,,32.587807,0.299989,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142759,218,32.57364,0.319065,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142781,212,32.591027,0.315266,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142896,,32.558352,0.298502,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142541,450,32.60914,0.284437,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142967,,32.635515,0.253165,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142778,212,32.590729,0.315038,7,3,1,1458620049,1470989469,
UMTS,641,1,4018,143339,,32.606462,0.320147,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143171,,32.576658,0.312925,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143297,36,32.605126,0.282633,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143169,,32.576545,0.318994,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143309,,32.601669,0.295283,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143439,123,32.596156,0.326188,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143277,109,32.566504,0.265409,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143196,50,32.571037,0.316907,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143319,245,32.621255,0.267578,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143197,58,32.570397,0.317927,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143163,,32.578805,0.312647,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143268,,32.54591,0.256744,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143209,,32.568091,0.312891,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143031,94,32.619826,0.332666,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143166,291,32.577839,0.312978,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143296,28,32.607289,0.288071,1,2,1,1458620050,1471517929,
UMTS,641,1,4018,143158,,32.577475,0.315297,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,144679,50,32.623426,0.320359,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144829,,32.574314,0.327874,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144119,312,32.576165,0.32413,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144651,262,32.580312,0.314822,12,2,1,1458620050,1465394040,
UMTS,641,1,4018,144009,415,32.576766,0.302301,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144367,327,32.578114,0.311923,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144439,31,32.60449,0.316358,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144418,375,32.573197,0.318238,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144650,,32.579463,0.316032,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144669,462,32.599554,0.31677,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144108,16,32.607145,0.287522,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144360,303,32.577884,0.313848,5,2,1,1458620050,1472548414,
UMTS,641,1,4018,144648,262,32.579888,0.315311,2,2,1,1458620050,1460106587,
UMTS,641,1,4018,144647,254,32.578017,0.315259,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144430,314,32.610303,0.299739,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144017,,32.639473,0.241241,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143928,,32.569574,0.287699,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144661,259,32.563974,0.309243,22,2,1,1458620050,1472040550,
UMTS,641,1,4018,144110,8,32.606147,0.290022,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144866,133,32.579394,0.312027,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144280,493,32.573897,0.296854,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144250,485,32.576936,0.305872,2,2,1,1458620050,1471685650,
UMTS,641,1,4018,144136,178,32.605545,0.33017,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,193355,,32.636723,0.323422,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192153,484,32.625284,0.318554,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191903,25,32.586065,0.322859,73,4,1,1458620051,1472817598,
UMTS,641,1,4018,144920,345,32.614059,0.326803,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145448,94,32.619502,0.334511,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145398,,32.576111,0.310221,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192273,213,32.615887,0.304921,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145329,73,32.541465,0.296805,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,144916,80,32.6134,0.330865,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,193293,330,32.606447,0.289185,13,2,1,1458620051,1471517930,
UMTS,641,1,4018,145901,,32.570055,0.322479,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,193303,,32.602285,0.298613,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,141446,,32.544976,0.21845,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145418,,32.605863,0.288728,190,2,1,1458620051,1472052692,
UMTS,641,1,4018,145888,403,32.577242,0.312031,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192728,498,32.581021,0.310933,338,3,1,1458620051,1472040550,
UMTS,641,1,4018,192054,344,32.620266,0.326674,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145450,447,32.624082,0.337851,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145878,17,32.559829,0.306335,118,4,1,1458620051,1471854733,
UMTS,641,1,4018,207827,484,32.626408,0.318944,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,193177,,32.575912,0.313251,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,142946,9,32.542643,0.214285,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161198,16,32.546967,0.150628,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142856,30,32.538305,0.300613,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,142513,,32.578982,0.259722,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161158,,32.470256,0.044888,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142240,,32.532031,0.308405,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161091,,32.461424,0.040774,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161136,76,32.549236,0.135778,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142641,67,32.54739,0.222781,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,142938,259,32.549418,0.229015,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161147,,32.463247,0.056689,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161189,317,32.538867,0.199203,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6706514,154,32.035208,-0.006908,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,193246,55,32.537165,0.307555,1038,8,1,1458620052,1472209712,
UMTS,641,1,4600,313856,,33.183722,0.443463,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705653,4,31.859831,0.29948,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,161219,,32.490698,0.090917,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161286,,32.507249,0.102542,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,41132,180,33.076045,3.56356,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161220,,32.473498,0.063151,0,1,1,1458620052,1458620052,
UMTS,641,1,2600,208207,,32.639716,0.344083,98,2,1,1458620042,1472443983,
UMTS,641,1,2600,208206,183,32.651982,0.350946,183,3,1,1458620042,1472817596,
UMTS,641,1,2025,226743,368,32.538736,0.085785,0,1,1,1458620041,1458620041,
UMTS,641,1,2600,209214,,32.711647,0.368069,78,2,1,1458620042,1464396685,
UMTS,641,1,2610,273118,364,32.606472,0.323105,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,273673,334,32.621271,0.361749,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,274158,,32.64708,0.365442,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,273693,95,32.543402,0.375883,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,274208,245,32.556385,0.381732,292,9,1,1458620043,1468495706,-97
UMTS,641,1,2610,272710,112,32.645586,0.402998,234,2,1,1458620042,1471982716,
UMTS,641,1,2610,273669,326,32.628609,0.363697,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,77883,74,32.616171,0.375537,7,2,1,1458620042,1460106585,
UMTS,641,1,2610,273230,500,32.618708,0.312984,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,273773,167,32.617103,0.378694,8,5,1,1458620043,1463684556,
UMTS,641,1,2610,272713,112,32.647805,0.38668,158,2,1,1458620042,1471982716,
UMTS,641,1,2610,272152,276,32.595374,0.318664,0,1,1,1458620042,1458620042,
UMTS,641,1,2610,274219,442,32.606753,0.442076,1080,4,1,1458620043,1468570045,
UMTS,641,1,2610,273788,73,32.612787,0.45468,376,3,1,1458620043,1467886202,
UMTS,641,1,2610,273769,159,32.629789,0.376703,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,272330,236,32.600425,0.31937,0,1,1,1458620042,1458620042,
UMTS,641,1,2620,273528,365,32.6111,0.369323,600,7,1,1458620045,1472325185,-105
UMTS,641,1,2610,274440,430,32.63487,0.345905,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274649,370,32.583169,0.398902,61,4,1,1458620044,1467886202,
UMTS,641,1,2610,274982,14,32.607116,0.453248,393,6,1,1458620044,1470914202,-109
UMTS,641,1,2610,274223,450,32.587809,0.409678,2181,3,1,1458620044,1470914202,-91
UMTS,641,1,2620,273383,45,32.60912,0.352758,43,3,1,1458620045,1459941464,
UMTS,641,1,2610,274481,432,32.627319,0.371802,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274609,350,32.576902,0.373841,251,4,1,1458620044,1467886202,
UMTS,641,1,2610,275010,160,32.647422,0.384616,3335,6,1,1458620044,1472325185,-102
UMTS,641,1,2720,19963088,241,32.488791,0.848635,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963988,75,32.975718,1.988581,0,1,1,1458620045,1458620045,
UMTS,641,1,2620,274411,389,32.612917,0.30543,81,5,1,1458620045,1461816409,
UMTS,641,1,2700,19767233,,32.524366,0.700695,84,2,1,1458620045,1472817597,
UMTS,641,1,2720,19963076,235,32.506368,0.804517,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19747444,313,31.415895,-1.00198,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19747480,,32.256337,0.378645,0,1,1,1458620045,1458620045,
UMTS,641,1,2620,275210,180,32.606406,0.326109,984,3,1,1458620045,1472805523,
UMTS,641,1,2630,19880054,301,30.282112,0.65307,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19739058,457,32.530703,0.558155,0,1,1,1458620045,1458620045,
UMTS,641,1,2630,19878429,,30.270893,-0.86384,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19741077,393,32.529645,0.544649,544,2,1,1458620045,1464632803,
UMTS,641,1,2720,19964182,,32.382158,0.827303,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963990,77,32.96617,1.915087,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963585,273,31.468279,2.32557,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,141271,69,32.569777,0.288612,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,10692,12,32.576993,0.310177,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,77040,168,32.635409,0.342196,0,1,1,1458620046,1458620046,
UMTS,641,1,3011,76561,,32.579176,0.332295,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,141297,,32.583416,0.289414,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,77301,480,32.558815,0.307176,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,79444,435,32.586909,0.325254,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,75685,118,32.56562,0.325046,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141138,,32.623679,0.26207,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,78812,154,32.576601,0.330714,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,77252,154,32.573884,0.32987,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76458,414,32.574168,0.325866,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,127828,485,32.640311,0.343979,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76540,388,32.599757,0.33749,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141841,427,32.572126,0.318411,29,2,1,1458620047,1460106586,
UMTS,641,1,4018,141549,504,32.591473,0.31975,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141767,12,32.577343,0.311355,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141627,298,32.586151,0.302298,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141458,186,32.655902,0.294863,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141609,270,32.633659,0.335281,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141631,306,32.585639,0.303568,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141771,20,32.574871,0.312385,111,4,1,1458620047,1471854733,
UMTS,641,1,4018,141628,306,32.585436,0.305486,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141766,,32.578076,0.313115,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141938,,32.567393,0.316724,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142037,156,32.603777,0.304895,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141955,,32.620207,0.302005,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142034,156,32.607506,0.2974,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142048,,32.605077,0.324384,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141870,401,32.587116,0.312941,93,2,1,1458620047,1472296105,
UMTS,641,1,4018,142136,480,32.562926,0.300008,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142066,388,32.600308,0.336773,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142131,112,32.553637,0.300722,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142289,149,32.631079,0.317914,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142417,,32.627367,0.28804,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142504,277,32.558171,0.245903,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142160,492,32.622082,0.307204,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142380,229,32.574575,0.276536,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142151,,32.58581,0.292469,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142156,484,32.621907,0.318489,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142431,,32.647154,0.312599,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142278,330,32.606438,0.292076,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142438,310,32.628602,0.322534,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142406,,32.608127,0.286678,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142755,234,32.571175,0.321095,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142547,158,32.655103,0.295204,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142540,,32.62328,0.270595,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142969,,32.636709,0.251454,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142747,,32.572518,0.313326,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142538,450,32.613259,0.287057,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142983,197,32.617982,0.324959,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142996,168,32.632839,0.343611,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143304,,32.60311,0.297342,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143307,56,32.605735,0.293645,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143019,,32.632142,0.347711,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143437,131,32.601502,0.32794,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143167,299,32.577435,0.312152,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143310,,32.603941,0.295431,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143206,,32.567174,0.313905,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143176,,32.575103,0.317406,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143259,,32.538589,0.303744,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,144677,51,32.625179,0.319105,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144680,51,32.62514,0.319329,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144668,478,32.598744,0.315771,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144141,180,32.604287,0.3282,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144369,319,32.577563,0.31208,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144659,,32.569497,0.313217,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143896,151,32.575767,0.310104,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144281,439,32.572953,0.294982,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144020,,32.634295,0.255565,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144010,423,32.596847,0.279118,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144011,431,32.575884,0.300743,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144427,325,32.60881,0.29887,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144821,259,32.566391,0.311612,7,2,1,1458620050,1472040550,
UMTS,641,1,4018,144000,,32.553121,0.29563,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143900,,32.576762,0.306648,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144368,335,32.576133,0.310512,2,2,1,1458620050,1470989469,
UMTS,641,1,4018,144137,179,32.608199,0.326363,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144279,492,32.574726,0.298113,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,193264,326,32.566777,0.265423,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,208535,485,32.6361,0.33156,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192294,254,32.633358,0.340261,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,194366,319,32.577823,0.313631,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,144921,96,32.610387,0.327237,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192437,,32.609304,0.308842,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191764,12,32.577823,0.313631,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,144986,,32.551182,0.308159,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191907,37,32.588429,0.320517,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192263,173,32.586633,0.286456,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161116,,32.470331,0.077893,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161099,,32.444154,0.085206,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161086,320,32.442115,0.04513,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,145326,,32.543095,0.308426,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142637,59,32.550685,0.228979,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,154009,,32.421523,0.157612,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,143618,252,32.478667,0.271918,3,2,1,1458620052,1461712052,
UMTS,641,1,4022,142638,67,32.545472,0.223198,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,143220,370,32.567159,0.282421,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,153516,,32.489231,0.193227,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142917,135,32.564656,0.256155,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161078,88,32.539277,0.196385,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,192243,,32.543371,0.308683,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,171106,,32.475443,0.051241,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705233,,30.660445,-0.619142,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6704924,,30.069809,0.135135,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705533,,31.762347,-0.312126,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706523,51,32.045342,0.405061,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,161217,51,32.479324,0.0739,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705235,,30.655796,-0.61779,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6705263,,30.651112,-0.619183,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706524,52,32.055372,0.396316,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,161269,,32.421387,0.070657,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161206,,32.531228,0.125316,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161200,8,32.549897,0.135799,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6706314,,31.455957,-0.391663,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6705503,,31.729896,-0.326529,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6705164,,30.661749,-0.610574,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,171089,18,32.476182,0.066282,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161201,16,32.543541,0.164096,0,1,1,1458620052,1458620052,
UMTS,641,1,2610,273252,468,32.616017,0.342646,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,273759,,32.650595,0.371908,55,2,1,1458620043,1472817597,
UMTS,641,1,2610,273530,381,32.604866,0.367686,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,273699,322,32.558035,0.394053,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,274221,434,32.598246,0.428672,4310,20,1,1458620044,1470914202,-93
UMTS,641,1,2610,323366,254,32.633009,0.345278,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274829,,32.531918,0.329705,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274510,,32.589491,0.318211,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,276082,,32.662974,0.401271,0,1,1,1458620044,1458620044,
UMTS,641,1,2620,273521,437,32.615802,0.355671,76,3,1,1458620045,1467886203,
UMTS,641,1,2620,77879,365,32.605968,0.367382,37,2,1,1458620044,1465500153,
UMTS,641,1,2620,272149,276,32.594718,0.31703,145,2,1,1458620044,1466968164,
UMTS,641,1,2620,273120,380,32.603196,0.324235,18,3,1,1458620044,1460106585,
UMTS,641,1,2620,273029,296,32.610626,0.310131,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274619,108,32.554447,0.38504,284,11,1,1458620044,1468495706,-102
UMTS,641,1,2610,274478,432,32.627333,0.371946,412,5,1,1458620044,1472325185,-105
UMTS,641,1,2610,274463,,32.652343,0.377195,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,275141,,32.594265,0.328662,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274840,,32.400134,0.332244,0,1,1,1458620044,1458620044,
UMTS,641,1,2620,273533,381,32.611746,0.357661,324,6,1,1458620045,1471982716,
UMTS,641,1,2620,273532,373,32.619788,0.357607,451,2,1,1458620045,1463684557,
UMTS,641,1,2610,274992,351,32.608434,0.33709,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,275011,144,32.663089,0.402794,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,275750,52,32.623229,0.318615,0,1,1,1458620044,1458620044,
UMTS,641,1,2620,273525,365,32.613728,0.371135,224,2,1,1458620045,1460106585,
UMTS,641,1,2610,274482,440,32.632706,0.366658,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274618,100,32.549357,0.393818,1033,10,1,1458620044,1468495706,-97
UMTS,641,1,2610,274993,359,32.608628,0.336372,0,1,1,1458620044,1458620044,
UMTS,641,1,2620,273232,492,32.613732,0.304245,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274612,350,32.576441,0.37436,24,4,1,1458620044,1467886202,
UMTS,641,1,2610,275308,199,32.549208,0.392909,398,12,1,1458620044,1468495706,-94
UMTS,641,1,2720,19963148,40,31.536055,2.488546,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19964578,,31.077667,2.716309,0,1,1,1458620045,1458620045,
UMTS,641,1,2630,19880051,301,30.282524,0.655714,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19767227,,32.539817,0.677592,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963679,20,32.277767,2.762367,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963638,77,32.966609,1.912886,0,1,1,1458620045,1458620045,
UMTS,641,1,2620,323375,365,32.605892,0.364226,789,8,1,1458620045,1472325185,-108
UMTS,641,1,2630,19877515,1,30.273586,0.658936,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19767531,,32.631503,0.83949,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963091,241,32.485562,0.865325,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19956985,241,32.894133,2.243549,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19766587,354,32.493398,0.843398,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19766847,327,32.532354,0.633435,0,1,1,1458620045,1458620045,
UMTS,641,1,2620,274408,389,32.618748,0.30141,17,3,1,1458620045,1461402452,
UMTS,641,1,4018,126768,460,32.612786,0.344211,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,78815,154,32.571165,0.328935,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141074,276,32.595238,0.318209,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,78811,,32.580909,0.328382,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,10772,499,32.576743,0.309852,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141161,,32.581554,0.291077,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76079,17,32.558773,0.307267,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76542,404,32.596743,0.333636,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,126391,320,32.5762,0.323199,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76914,468,32.619108,0.347461,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141159,,32.58583,0.290357,0,1,1,1458620046,1458620046,
UMTS,641,1,4011,11053,,32.550606,0.294615,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,79441,25,32.586422,0.324173,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141156,,32.587683,0.285755,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141076,268,32.596442,0.318176,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,10992,372,32.611266,0.327622,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141136,,32.618546,0.254913,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76391,312,32.576948,0.325665,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141141,,32.622303,0.266388,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76461,497,32.567346,0.318501,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,75680,234,32.569165,0.320893,0,1,1,1458620046,1458620046,
